4608
0.762127 0.0499525 0.425606 0.485311
0.749087 0.149003 0.358619 0.536711
0.72323 0.245503 0.285496 0.578929
0.684998 0.337804 0.207488 0.611241
0.635045 0.424324 0.12593 0.633094
0.574227 0.503584 0.0422176 0.644115
0.503584 0.574227 -0.0422175 0.644115
0.424324 0.635045 -0.12593 0.633094
0.337804 0.684998 -0.207488 0.611241
0.245503 0.72323 -0.285496 0.578929
0.149003 0.749087 -0.358619 0.536711
0.0499524 0.762127 -0.425606 0.48531
-0.0499525 0.762127 -0.485311 0.425606
-0.149003 0.749087 -0.536711 0.358619
-0.245504 0.72323 -0.578929 0.285496
-0.337804 0.684998 -0.611241 0.207488
-0.424324 0.635045 -0.633094 0.12593
-0.503584 0.574227 -0.644115 0.0422174
-0.574227 0.503584 -0.644115 -0.0422176
-0.635045 0.424324 -0.633094 -0.12593
-0.684998 0.337804 -0.611241 -0.207488
-0.72323 0.245503 -0.578929 -0.285496
-0.749087 0.149003 -0.536711 -0.358619
-0.762127 0.0499523 -0.48531 -0.425606
0.814748 0.0534014 0.288675 0.5
0.800808 0.159291 0.220942 0.533402
0.773165 0.262454 0.149429 0.557678
0.732294 0.361127 0.0753593 0.572411
0.678892 0.453621 -8.60604e-10 0.57735
0.613875 0.538354 -0.0753593 0.572411
0.538354 0.613875 -0.149429 0.557678
0.453621 0.678892 -0.220942 0.533402
0.361127 0.732294 -0.288675 0.5
0.262454 0.773165 -0.351469 0.458043
0.159291 0.800808 -0.408248 0.408248
0.0534014 0.814748 -0.458043 0.351469
-0.0534015 0.814748 -0.5 0.288675
-0.159291 0.800808 -0.533402 0.220942
-0.262454 0.773165 -0.557678 0.149429
-0.361127 0.732293 -0.572411 0.0753592
-0.453621 0.678892 -0.57735 -9.49229e-08
-0.538354 0.613875 -0.572411 -0.0753594
-0.613875 0.538354 -0.557678 -0.149429
-0.678892 0.453621 -0.533402 -0.220942
-0.732294 0.361127 -0.5 -0.288675
-0.773165 0.262454 -0.458043 -0.351469
-0.800808 0.15929 -0.408248 -0.408248
-0.814748 0.0534013 -0.351468 -0.458043
0.814748 0.0534014 0.458043 0.351469
0.800808 0.159291 0.408248 0.408248
0.773165 0.262454 0.351469 0.458043
0.732294 0.361127 0.288675 0.5
0.678892 0.453621 0.220942 0.533402
0.613875 0.538354 0.149429 0.557678
0.538354 0.613875 0.0753593 0.572411
0.453621 0.678892 -2.43762e-08 0.57735
0.361127 0.732294 -0.0753593 0.572411
0.262454 0.773165 -0.149429 0.557678
0.159291 0.800808 -0.220942 0.533402
0.0534014 0.814748 -0.288675 0.5
-0.0534015 0.814748 -0.351469 0.458043
-0.159291 0.800808 -0.408248 0.408248
-0.262454 0.773165 -0.458043 0.351469
-0.361127 0.732293 -0.5 0.288675
-0.453621 0.678892 -0.533402 0.220942
-0.538354 0.613875 -0.557678 0.149429
-0.613875 0.538354 -0.572411 0.0753593
-0.678892 0.453621 -0.57735 -4.9613e-08
-0.732294 0.361127 -0.572411 -0.0753594
-0.773165 0.262454 -0.557677 -0.149429
-0.800808 0.15929 -0.533402 -0.220943
-0.814748 0.0534013 -0.5 -0.288675
0.864171 0.0566408 0.329673 0.37592
0.849385 0.168953 0.277785 0.415735
0.820066 0.278375 0.221144 0.448436
0.776715 0.383033 0.16072 0.473465
0.720074 0.481138 0.0975452 0.490393
0.651112 0.57101 0.0327016 0.498929
0.57101 0.651112 -0.0327016 0.498929
0.481138 0.720074 -0.0975452 0.490393
0.383033 0.776715 -0.16072 0.473465
0.278375 0.820066 -0.221144 0.448436
0.168953 0.849385 -0.277785 0.415735
0.0566407 0.864171 -0.329673 0.37592
-0.0566408 0.864171 -0.37592 0.329673
-0.168953 0.849385 -0.415735 0.277785
-0.278375 0.820066 -0.448436 0.221144
-0.383033 0.776715 -0.473465 0.16072
-0.481138 0.720074 -0.490393 0.0975451
-0.57101 0.651112 -0.498929 0.0327015
-0.651112 0.57101 -0.498929 -0.0327016
-0.720074 0.481138 -0.490393 -0.0975452
-0.776715 0.383033 -0.473465 -0.16072
-0.820066 0.278375 -0.448436 -0.221144
-0.849385 0.168953 -0.415735 -0.277785
-0.864171 0.0566406 -0.37592 -0.329673
0.864171 0.0566408 0.16072 0.473465
0.849385 0.168953 0.0975452 0.490393
0.820066 0.278375 0.0327016 0.498929
0.776715 0.383033 -0.0327016 0.498929
0.720074 0.481138 -0.0975452 0.490393
0.651112 0.57101 -0.16072 0.473465
0.57101 0.651112 -0.221144 0.448436
0.481138 0.720074 -0.277785 0.415735
0.383033 0.776715 -0.329673 0.37592
0.278375 0.820066 -0.37592 0.329673
0.168953 0.849385 -0.415735 0.277785
